Pos Zscore Posterior_Prob
74 -1.7200422859223 0.0027788
75 0.0650038946736255 2.33921e-07
76 0.565885988732164 0.00135963
77 0.194575379582661 0.0023056
78 2.1399197853228 0.0209363
79 1.00708506129296 0.00157676
80 -1.67063840540162 0.00225633
81 3.51597655182808 0.00368562
82 -1.60357123265921 0.00539664
83 2.41524040310046 0.00199513
84 -1.61426489634268 0.00221574
85 3.43621190949818 0.00312598
86 -1.6111766812365 0.00246012
87 -1.63708481594626 0.00260595
88 3.46533486385175 0.00291582
89 -1.68492186814273 0.00332404
90 3.50007475745687 0.00245191
91 -1.63577726030479 0.00266878
92 -1.59048793143141 0.00363053
93 -1.63946987428282 0.00293702
94 -1.69830407030463 0.00456717
95 -1.62165736611138 0.00242661
96 0.574062514159076 0.00312559
97 -1.58087135155481 0.00302938
98 2.35121489727448 0.00299461
99 -1.61104148456057 0.013209
100 0.956908874257605 0.0020218
101 0.599284059898695 0.00551094
102 0.589582597986229 0.00302399
103 0.0746709735984915 9.19198e-06
104 -1.61727146885253 0.00336973
105 -1.60207159096211 0.00219372
106 -1.62229551046188 0.00339634
107 0.101612078387051 0.0194712
108 -1.63199269632872 0.0026933
109 0.0948852229816798 7.08009e-07
110 0.990500931507333 0.00111231
111 0.169838276351615 0.0200369
112 -1.57615782577411 0.00693772
113 -1.5963639682507 0.00241566
114 0.571552012832341 0.00391105
115 -1.5801899065421 0.00246634
116 -1.61961711932918 0.110871
117 0.986178944249888 0.00134583
118 -1.71080030769518 0.110904
119 0.0345067717012985 6.78541e-08
120 -1.60010276045808 0.0025576
121 3.50566775718266 0.00277121
122 -1.51930133573193 0.00327515
123 3.4850971196813 0.00396376
124 -1.46670083768118 0.00353419
125 -1.57490021357981 0.00222781
126 -1.67155174129819 0.00311821
127 -1.63297803931114 0.00175588
128 3.48973406322165 0.00306663
129 -1.6162281809222 0.00217866
130 0.0583358990102756 4.75341e-08
131 -1.6248448891957 0.00324861
132 -1.60544776825288 0.00191005
133 0.9419426373931 0.00174692
134 -1.64817011484389 0.00238702
135 -1.68041508444976 0.00979416
136 0.986926609960578 0.00183974
137 3.4948008264249 0.00285531
138 -1.62025640645963 0.00246767
139 0.370859619589868 0.000818876
140 -1.61296367694469 0.00272019
141 0.985648919865124 0.00132207
142 0.312952172795376 0.0010194
143 3.55246773831902 0.00261965
144 -1.66459255817044 0.00219835
145 0.444510691643812 0.0108265
146 0.362037680935618 0.00418897
147 0.327774821588004 0.00881735
148 -1.68539373090135 0.00247899
149 0.315761790186975 0.00401234
150 0.386562180911447 0.00153064
151 0.388613873641904 0.000824857
152 0.404883995358229 0.00178623
153 3.4705762914764 0.00279265
154 1.00625780970757 0.00139208
155 0.583447119801713 0.00179054
156 0.453057208889404 0.0017725
157 0.413544108582316 0.00374749
158 0.365587074531989 0.00174016
159 -1.53866805552672 0.00299204
160 3.4721933109258 0.00360806
161 0.556253901657878 0.00582437
162 -1.61151051233072 0.00224048
163 -1.38308874919441 0.00198889
164 3.52295112875969 0.00258688
165 -1.62832454334293 0.00242843
166 0.443601982719018 0.00830827
167 0.963710095871768 0.00138619
168 3.46309005120842 0.00294924
169 3.5343409909194 0.00235826
170 2.80439795195872 0.00568529
171 -1.61333150024725 0.00223644
172 -1.58271992875 0.00426748
173 -1.64216964404601 0.0025102
174 0.388260530631935 0.011356
175 -1.61318872911362 0.0026536
176 -1.6028878708085 0.00317241
177 0.400748604319283 0.00145235
178 0.297080871814701 0.0025966
179 3.46666504779192 0.0029802
180 -1.58158262199297 0.00269314
181 -1.66210770983138 0.0039811
182 0.964525673898044 0.00162278
183 0.380800160945561 0.000426797
184 0.933310078596967 0.0011132
185 2.56128549981796 0.00442537
186 0.313238927623935 0.00810336
187 0.30869773347376 0.00120759
188 -1.53911337839396 0.00236999
189 -1.55320296545587 0.00189973
190 0.626133358709321 0.00316252
191 -1.6484369955315 0.00267586
192 0.332727784916038 0.00122134
193 0.318747165136109 0.00157294
194 -1.59690436147978 0.00225292
195 3.49085218510414 0.00332499
196 0.352320056789981 0.00553551
197 0.392722898075388 0.00138999
198 -1.64594343125495 0.0143512
199 -1.62528067826606 0.00258831
200 -1.64006221732088 0.00316607
201 0.968394806486686 0.00146787
202 -1.58132233904396 0.00266287
203 0.323198225659663 0.00187563
204 0.966496726986254 0.00108605
205 -1.59840495929033 0.0021984
206 -1.61954615351947 0.00232031
207 1.03501660714833 0.00129776
208 -1.65643252689169 0.00234319
209 3.48928716778235 0.00277377
210 -1.66477627517196 0.00325619
211 0.352259119415361 0.00120448
212 0.954282826525263 0.00132475
213 -1.6452314488032 0.00271071
214 3.4780111132075 0.00251429
215 -1.64369949101949 0.00250524
216 -1.58275554416537 0.0028916
217 -1.65284624732023 0.00518878
